"chain1.p.1.","chain1.p.2.","chain1.p.3.","chain1.p.4.","chain1.p.5.","chain1.p.6.","chain1.p.7.","chain1.p.8.","chain1.p.9.","chain1.p.10.","chain1.p.11.","chain1.phi.1.","chain1.phi.2.","chain1.phi.3.","chain1.phi.4.","chain1.phi.5.","chain1.phi.6.","chain1.phi.7.","chain1.phi.8.","chain1.phi.9.","chain1.phi.10.","chain1.phi.11.","chain2.p.1.","chain2.p.2.","chain2.p.3.","chain2.p.4.","chain2.p.5.","chain2.p.6.","chain2.p.7.","chain2.p.8.","chain2.p.9.","chain2.p.10.","chain2.p.11.","chain2.phi.1.","chain2.phi.2.","chain2.phi.3.","chain2.phi.4.","chain2.phi.5.","chain2.phi.6.","chain2.phi.7.","chain2.phi.8.","chain2.phi.9.","chain2.phi.10.","chain2.phi.11."
0.608229179891014,0.469770120248471,0.696525839930078,0.654163638046404,0.653974770288313,0.52979826307738,0.717545405556619,0.799866912330637,0.679088504980571,0.770463464369366,0.748105746169619,0.832932451923058,0.762818895058561,0.776297032984573,0.643582579744906,0.565447925548562,0.700834541291478,0.843372165089744,0.321320382727858,0.58979239772456,0.445732832474254,0.780339715437778,0.600570782541586,0.456208375059484,0.703634987808684,0.658868385772856,0.610178896720446,0.443496769392912,0.615540537387632,0.776417629355647,0.657862306664395,0.60021857717743,0.902981033712397,0.811427520666176,0.780279903080123,0.769686774442136,0.668222117649794,0.60209116659834,0.776101226037975,0.833471607243742,0.274141526261927,0.562651172942945,0.667295803886816,0.559240670081152
0.588291602998182,0.452356759365864,0.685676174331872,0.689633065263492,0.632847017123977,0.52979826307738,0.704075409735418,0.780162426360883,0.543246124311075,0.726583203500974,0.838246499423468,0.836290267738179,0.775875407104816,0.768626962065303,0.666446038174055,0.593321002768425,0.687420412959767,0.819352732820799,0.341427442773778,0.662265700663557,0.445732832474254,0.722273898248279,0.593924818073885,0.450486089693179,0.726781797638386,0.634041719845,0.633245978699541,0.501341044497541,0.667409762613658,0.742129577123321,0.609069931733761,0.657020632849578,0.91690739122134,0.811304528992506,0.773307754038894,0.753246307171285,0.679430029142798,0.565005342577496,0.6691694434808,0.822659889810355,0.298961650398432,0.621552453424511,0.484213167377606,0.559240670081152
0.591795791303531,0.503719968450936,0.685676174331872,0.675074609783914,0.662169193727004,0.515713441111985,0.681211301573929,0.750174153521022,0.564961588585226,0.764967673187139,0.973245711663537,0.816305041191118,0.765273716868617,0.745114453601903,0.609801800939947,0.593256333550464,0.683988038405762,0.816252666556137,0.336695610134526,0.654772506757214,0.524101776894409,0.633508570851317,0.613414064036663,0.455124669608759,0.714282055922824,0.64541713747555,0.629230465684514,0.520262985436387,0.711273781660696,0.743328151627598,0.643448315062345,0.766475584317259,0.917183390151241,0.787584183364114,0.792677732360977,0.752933465216205,0.676593567030886,0.582760462345164,0.6691694434808,0.859676178846377,0.332436322256277,0.621552453424511,0.59274579266939,0.549165629085111
0.549446545862111,0.478815891589599,0.706052949153195,0.686499588639878,0.667814735691983,0.49284025710355,0.658402169761649,0.775978967666933,0.491807411715161,0.7738978663867,0.859893440318495,0.830466965371757,0.79619462246156,0.757687628697594,0.638783336196648,0.585454555371175,0.702413398549018,0.837941469975001,0.305915693023835,0.656731699978528,0.469208205307637,0.435548117455237,0.576623265390443,0.438861530557351,0.693097921224871,0.668594154699601,0.605462268584098,0.495664851011313,0.737623178133275,0.782816703379345,0.650576951611934,0.73327831853674,0.886481932979394,0.807881223619572,0.800480204983994,0.76572040708409,0.662946909054429,0.599448845224848,0.6691694434808,0.839884958027173,0.326850663769332,0.615055558876192,0.613702176928427,0.635415483442539
0.577383430052311,0.441241431933826,0.714825089558288,0.656400794668783,0.61279928221731,0.490031869482243,0.653447119382769,0.844307858501127,0.621601797821727,0.805420619905243,0.896741171370798,0.836091593276523,0.781679133471117,0.773190510058627,0.646829295062823,0.602664395397538,0.71665001799541,0.834566753057051,0.295418483916647,0.657557771165677,0.604187719178066,0.637396593430249,0.603938678695727,0.442307548035478,0.72736900829387,0.639724496175612,0.616951727135745,0.495664851011313,0.713842101134571,0.72502610979354,0.748228720138465,0.617232041585473,0.7850551277354,0.777388379650097,0.822189307499627,0.716997090212858,0.659730824854728,0.574082883078813,0.673605621080028,0.838080535290266,0.333316298195022,0.554897829753967,0.768853533434853,0.523898230874264
0.549024638248674,0.445735372340967,0.730409831087579,0.680815744445378,0.592393215875755,0.462598507806733,0.672002681551358,0.763537995216515,0.696933861137632,0.789828844714915,0.899642236936918,0.821819421908506,0.772039606253334,0.762083600862702,0.658995185979718,0.630826309925604,0.650750348292262,0.820507665001109,0.346119778831309,0.607111094114984,0.51531922015583,0.609023025966909,0.598297739402476,0.442804096704581,0.746158168547576,0.660544111714422,0.626585322395781,0.524953261724347,0.729062114023001,0.792358156236947,0.705699207332559,0.611903931124695,0.819599225743717,0.80624057172374,0.807062804557242,0.734886534710446,0.666305141930102,0.590832713596283,0.660647447043533,0.840097911512012,0.355004588520196,0.536993042551069,0.643740427445951,0.555813842146501
0.548129222569049,0.445735372340967,0.725166191835998,0.684826485463692,0.59420578321892,0.486414483720415,0.751556753860041,0.768338349963155,0.633252324960156,0.672017189851214,0.956510739921229,0.830911180555509,0.804671642337089,0.756805625815286,0.666251347795245,0.611264877789593,0.68128871838339,0.791212914140633,0.341037549564456,0.659111589681456,0.534000819132974,0.54995428028212,0.587841367410336,0.446203868967537,0.730890368540971,0.610305427545876,0.612572911224976,0.527631599783373,0.731208408491269,0.658640212289158,0.717608574607108,0.552642463748068,0.78394268616808,0.842231804127961,0.818209912527627,0.723563892226479,0.678160593845445,0.569689030030829,0.698811117299949,0.813231838021814,0.373768895904176,0.529818565180307,0.555717890472863,0.555813842146501
0.565007901215939,0.470413092731178,0.70190644161973,0.679632038771088,0.641105024968232,0.560238254930772,0.659095864337425,0.797640441125269,0.670128583820432,0.6543914199232,0.934935894123446,0.835180995353888,0.75825837960829,0.76540682499238,0.638422528901829,0.589525539258924,0.673605523535135,0.838447762047455,0.353219557170409,0.624259838052206,0.609884321750913,0.586873438411734,0.571020381234254,0.461353937877308,0.72219915504471,0.679610521783636,0.612572911224976,0.491876089908694,0.714913228996206,0.741470784473263,0.717608574607108,0.514946708000936,0.774250369582604,0.833789243219121,0.817676611976545,0.723563892226479,0.674032934738207,0.591194086989047,0.655598098068788,0.834878192280264,0.345371265449678,0.525562915565635,0.714309350008636,0.552439862248747
0.625602329648931,0.470866538036053,0.720028890013543,0.679632038771088,0.60795947679296,0.580964687254564,0.715807921758406,0.837866320148559,0.606122361671769,0.660906567340527,0.86893630450625,0.81658433499787,0.796101654106624,0.76540682499238,0.640438147107148,0.643303636203678,0.631511099581737,0.821150198593091,0.336815337669685,0.651536543576248,0.57110444402203,0.493920981961076,0.580766417045465,0.447730442442312,0.720967433761958,0.658974352391023,0.60107812689539,0.491876089908694,0.689214713893017,0.66800259905939,0.699894849729195,0.770871879913668,0.760544443524299,0.820105780145923,0.817676611976545,0.706544375927004,0.670932260407444,0.593772663877214,0.655598098068788,0.831239627364297,0.332564191426057,0.475899245402175,0.697239600638352,0.552439862248747
0.632502873404495,0.47862710937937,0.727005907169667,0.682419988162441,0.615840796653893,0.505096100301769,0.737828769586448,0.864519947523949,0.664709382449988,0.749061780445504,0.88808836015013,0.802656224555974,0.782645570541689,0.748484904622798,0.63536787799181,0.634877031628653,0.663887250855739,0.843774443601337,0.330137297341333,0.726136688479142,0.555649429272281,0.506086768215597,0.59598533521938,0.425927083849329,0.720967433761958,0.638386209953436,0.616086533475848,0.512743532926731,0.6905375051863,0.76094228829123,0.681154637102293,0.732056850286975,0.702512280577859,0.809388157253674,0.82586317363229,0.731329977942804,0.670409538960063,0.597024584373787,0.643141347216123,0.842928474341981,0.374195125219569,0.482426731951309,0.588772512530221,0.552439862248747
0.639060400073871,0.477825140562227,0.724510257606505,0.667165246871021,0.660797551847413,0.473664277560413,0.731458633847895,0.802541089455395,0.476318930529516,0.698158303692125,0.929072706849931,0.791073149664258,0.780262662576544,0.773878042914076,0.63536787799181,0.586800419753054,0.702718651722283,0.811486929601483,0.332478492910268,0.784578261303896,0.497187231433979,0.485341219107601,0.633664447726433,0.448614909532112,0.679018019360623,0.660040310309643,0.631318276506748,0.506989410715273,0.702982684131699,0.77042699811672,0.61026890312409,0.63928757057622,0.972823417920967,0.800565437862613,0.822121531610119,0.751568908681549,0.660181510511554,0.571792465763671,0.646884212406221,0.808507198467171,0.326719438480444,0.62012192354832,0.65107992737351,0.411097664834861
0.631258952709412,0.460801619034961,0.709394013206814,0.667165246871021,0.670819617374136,0.528452009052238,0.726196503705086,0.78881531869924,0.626055390924401,0.744697619094266,0.857250578399774,0.767110479159518,0.799885104420192,0.773878042914076,0.683956355651914,0.587556413880177,0.656418834219581,0.806070403127972,0.331625105055171,0.535969185320408,0.474081265145632,0.670844777061285,0.62830213412427,0.426597998064027,0.682079924302115,0.664921108713558,0.594662645743539,0.514706755699552,0.722981115027052,0.737629988768157,0.51443707624507,0.680104619090695,0.972823417920967,0.808540724828773,0.824893310037134,0.762881599308592,0.683455318876271,0.588225387362047,0.685196829413815,0.833045185998776,0.32881511033484,0.637358953994775,0.610903487250263,0.463147364098368
0.627711254695229,0.465515191136391,0.696700985613811,0.667165246871021,0.638279005310206,0.53570162118757,0.717496501047967,0.767693656036622,0.648198803535326,0.744697619094266,0.818892366837141,0.757281489718759,0.82178772082165,0.746960409975298,0.633521973778268,0.573145613927489,0.641966321992613,0.859355392944402,0.370668779038412,0.545077058509352,0.528401059638836,0.638506673266458,0.599269674710042,0.469554167780937,0.69941601170627,0.674794234267015,0.593930133670158,0.50491620922781,0.723234547101174,0.718586483151301,0.656016458626067,0.623507018875311,0.970726007753707,0.802909972134718,0.818759986591327,0.751344809536756,0.633520784421206,0.54383457646288,0.722382989048714,0.797899387174667,0.378811025994509,0.58274329977777,0.535048056102611,0.52272279531335
0.605637611713036,0.432771408705377,0.699563447909226,0.684414844161584,0.657285574098017,0.533142292366361,0.678759290971928,0.716847623529055,0.637628059288766,0.722550620981325,0.929954189440554,0.854798234349726,0.809713894010195,0.737680073460721,0.639886429650072,0.550273873253072,0.65146971712536,0.858346349064682,0.347654830395184,0.58155370005427,0.553531744594584,0.786060018773097,0.598870548903737,0.429093544122722,0.707344046604756,0.661127601707854,0.652305443909065,0.505048863007686,0.656169103891286,0.789112002765669,0.656016458626067,0.643866630171157,0.962329783942221,0.792267825136714,0.818759986591327,0.737913110982914,0.671561536089359,0.553435239104947,0.719860931682334,0.801946380372173,0.294884023226062,0.625626573120214,0.467752735488104,0.494655871843998
0.608556389278199,0.440368537534053,0.719614956701707,0.68259896426007,0.657285574098017,0.544999344704581,0.737606878193078,0.716847623529055,0.610583715240269,0.701647075609457,0.558293441171771,0.827698499547186,0.805459958867258,0.743608141138156,0.636622665696672,0.546273452718613,0.643217214552539,0.868909418669708,0.339916677180023,0.610668712459855,0.608304932432427,0.931817793832313,0.599495721576425,0.460394384991669,0.71209448157677,0.654401000185001,0.603445227691229,0.505048863007686,0.693361967916505,0.844391985416306,0.573689674343978,0.835610853755137,0.946999510803481,0.805998778792685,0.822223361617147,0.764802768972696,0.629974683847159,0.590089261998705,0.713130320310359,0.795614205573617,0.320192906544761,0.640377975733145,0.454378718518169,0.683983005814822
0.608884422995417,0.422276416742123,0.709423795407946,0.651821730183547,0.651286223371745,0.557499559019213,0.72694981047179,0.798418282682051,0.464649783314484,0.787386744123833,0.587033560772471,0.813173943716948,0.793864286376886,0.762825101657484,0.638848891411357,0.566807087828162,0.656933481709431,0.845897339221904,0.30898583606753,0.740360208242842,0.452934730883418,0.766908592041762,0.610879792363754,0.428231865396537,0.698381623734387,0.64928919686835,0.599855810589156,0.482668329761122,0.66873490210927,0.734903893375562,0.734152489570994,0.622498656446885,0.946999510803481,0.80885723535695,0.820466210688759,0.764063749009563,0.657322169290494,0.565518830397876,0.714470122672951,0.820466991763991,0.334312473556613,0.566488881699642,0.696190834977799,0.482629780267255
0.582110086111317,0.454008147094917,0.672302393967339,0.676870992113961,0.600664322485998,0.53429066005546,0.680769335945301,0.780092748611849,0.579417497677023,0.782497424584095,0.741597515012029,0.826721597193798,0.788113701878053,0.765582543084468,0.638848891411357,0.57591349582799,0.63630145562081,0.844017156132695,0.30898583606753,0.747184036801768,0.531764822821201,0.753912567910216,0.632136900495985,0.428231865396537,0.717578912526531,0.620618884818478,0.614820518803875,0.523600673800977,0.67432830497568,0.747899238212594,0.668048050606854,0.645922788676022,0.982869395718871,0.809489406277107,0.832991390941868,0.743402571730307,0.660481994477871,0.57082499603078,0.719891786527403,0.843487658820098,0.288729234563866,0.566488881699642,0.531345028685664,0.482629780267255
0.597957254583832,0.478263045449112,0.675415487827536,0.659234085133039,0.600664322485998,0.509290122809995,0.743815056672195,0.756252647393542,0.505441105870936,0.762894410064166,0.751138342199845,0.788844048655724,0.810930217502019,0.759362966701247,0.683378786582887,0.583214585434564,0.666089619212149,0.820689235459946,0.314223451744887,0.678400750248381,0.537044578809675,0.858773410151122,0.605447570093082,0.432615697364595,0.708306985878947,0.657676380736302,0.642712564227062,0.506292894893003,0.66545542314068,0.801513555002438,0.674145905308766,0.635148677893288,0.861814214801602,0.799196148459457,0.824479618847148,0.746443851466827,0.629076314704701,0.590163783763877,0.703100884934714,0.842731999035606,0.273361144822468,0.539099594837732,0.534445451045608,0.388462995604285
0.613909995345557,0.440793613625544,0.726464588012926,0.659234085133039,0.678324889257754,0.466602028913527,0.724787532249814,0.795792823589758,0.524204118971223,0.629266589886766,0.643379353000784,0.831198382080714,0.805660406488997,0.747833253737386,0.641777629053232,0.591823371562256,0.667563141271734,0.782002736581543,0.338262317188534,0.750612761448727,0.493986440326552,0.912933835366095,0.615324490656355,0.424734034844831,0.718241585943163,0.66112075989989,0.617826516997479,0.53901717480845,0.656797185758218,0.853008647991474,0.626822202130956,0.738113217704188,0.830102793906447,0.746601850021938,0.824483229183066,0.76722454510731,0.630022362826442,0.613149976907337,0.70151121852261,0.84891524179697,0.284698648243523,0.642921545602742,0.527558230190775,0.620113333552849
0.626573206670975,0.429900276070724,0.709003850852607,0.678226176249326,0.630469859458408,0.511007239723793,0.723075956346321,0.735478298493808,0.563900704996566,0.781790734932709,0.584989099509909,0.80490478225852,0.814762028303647,0.762657663339261,0.652832181946208,0.576409813688017,0.689336373986534,0.799008990537405,0.304055863143106,0.778474828548301,0.458991027736004,0.926499130343272,0.601869778573155,0.465215905790444,0.733704372147689,0.661355155836181,0.636250226565969,0.526454890264439,0.686888576289709,0.829113971143551,0.561832564231884,0.798707111258043,0.845521616337549,0.790378165308951,0.815337570501611,0.755998063546694,0.645738135950526,0.600919222112219,0.701000722518076,0.844499577581905,0.360775766728901,0.654209872394849,0.627115816883747,0.635534114410086
0.574618176382507,0.451690266001702,0.722578158426751,0.674442300505942,0.647008269144551,0.525860025463861,0.723075956346321,0.840909150399813,0.63562020112418,0.705977434760422,0.413703692664542,0.80490478225852,0.809262290425613,0.753212657727267,0.641816269346476,0.563012694372677,0.648611040657086,0.78978004315007,0.260459428545398,0.660461970451167,0.691063688358682,0.974527823217242,0.627526469531924,0.442191444271823,0.719986120767304,0.689239976056338,0.647793629038013,0.5079705537269,0.686888576289709,0.799433792406011,0.470689828664774,0.80039594686491,0.946613738583591,0.797687131665496,0.819857866949654,0.751137199027542,0.654273917813285,0.578719891133953,0.718484755592342,0.891708094752735,0.351541130018053,0.675097095093323,0.554225235379529,0.536328392383964
0.604565419479971,0.441728439725772,0.753912618104457,0.674996971593605,0.646890473636263,0.537514180459118,0.738630723595106,0.771792699092597,0.70385354128118,0.714086870631636,0.486618154820077,0.82383365700398,0.830228619347602,0.710062529145029,0.652147928055035,0.597289656511418,0.696600075118577,0.800595243679701,0.366779511769013,0.650678460977322,0.644100750700754,0.957639860626866,0.611818392498811,0.429079459899562,0.708274310737477,0.650846382003264,0.648093500345402,0.545273533282709,0.691272967577693,0.756257070159643,0.521882662099183,0.779889834679494,0.914744675451074,0.823681901505284,0.80143212547564,0.74475328501951,0.66844466662007,0.579777749961677,0.688397545539046,0.862836365235637,0.323068926556024,0.723468905320267,0.53076511917585,0.536328392383964
0.576048276569332,0.448234125304823,0.730769896287383,0.691614061565194,0.657143286257872,0.520647196529013,0.735533509646499,0.770473138556739,0.55137941344345,0.693966142672944,0.606362316068505,0.823946699006242,0.786154560629261,0.725617721168197,0.65661303405086,0.606601661699717,0.711690037869014,0.796998930372219,0.352760137142203,0.606807783690535,0.644100750700754,0.957639860626866,0.587074074031848,0.472081462664421,0.701638754185305,0.653952426681828,0.625813609009327,0.512218424894087,0.671102894427069,0.741786321637773,0.471472156837499,0.779889834679494,0.991068994235208,0.830033715353904,0.80143212547564,0.73631593974729,0.675342221500193,0.589827191835639,0.676217491879578,0.896648379660343,0.332861054798611,0.736558870098107,0.449420216852976,0.498742220935983
