"chain1.p","chain1.phi","chain2.p","chain2.phi"
0.621207983831034,0.694905157192603,0.605113081021574,0.698888140608564
0.626033675404552,0.701445642066824,0.605113081021574,0.711995837279957
0.613439022893808,0.699526174806363,0.605113081021574,0.710469386878079
0.630278141432063,0.699438484842101,0.61452221898464,0.698015847188668
0.610585370912599,0.700408421903039,0.61040287390098,0.702499333375046
0.63127668576422,0.701652800670246,0.615151362972389,0.702718701975538
0.623885783693684,0.703546424261372,0.622759347976734,0.703640156772944
0.606587127258146,0.70395807582297,0.617081014833055,0.703640156772944
0.616058666423106,0.701837547473962,0.618584519772847,0.699772938658713
0.620847611537574,0.70263343976463,0.623157542037699,0.70203441118266
0.615571759247415,0.703088406822131,0.643811994890598,0.703842040237096
0.611783924172909,0.708853522701536,0.63008093599056,0.696891330978108
0.60872142964654,0.707807149200217,0.612609376325967,0.705023023804509
0.613453875056888,0.688968762445416,0.612609376325967,0.703636742550028
0.613142872353722,0.698537252232711,0.612609376325967,0.692688536870041
0.610813727597802,0.690058833207589,0.621036177736002,0.695666382777188
0.619101319313052,0.695966996643582,0.621999570750988,0.695666382777188
0.607238349130117,0.705158055076224,0.626238045120229,0.698288914134176
0.605777534070164,0.707940414237928,0.628226508365837,0.707945325367977
0.605777534070164,0.70750863902306,0.600306486198404,0.70598753148936
0.607895918036628,0.702857449056855,0.629002216930729,0.698074072032634
0.608954770922092,0.703417585095088,0.616782129460219,0.701540574780406
0.611545725889452,0.699532097184707,0.611410403692483,0.693658537515313
0.609063697289859,0.694347459704595,0.613262227094314,0.69985194412011
0.611928242720037,0.705673409581337,0.614534503474556,0.70670903853638
0.60710951483351,0.705673409581337,0.608052048650246,0.704368355009293
0.626107360409552,0.700994355255316,0.613163044976965,0.703896037234778
0.629925639736597,0.694329244285667,0.619873336442866,0.703896037234778
0.630494673565965,0.692371774302055,0.631575778062202,0.695546277717283
0.604934823445846,0.691205065343627,0.607218515001777,0.698290705261673
0.61763142567868,0.696688991313,0.616193010318884,0.70773900341184
0.611828695779018,0.697860592991901,0.619422394529641,0.702664653800794
0.61018001143036,0.707496626986735,0.599737987342597,0.710125057135169
0.613900895143111,0.698652259756779,0.596640324800186,0.708572977221074
0.599177101799552,0.707740742347625,0.620083835841353,0.708572977221074
0.593879649385354,0.698032866718973,0.620055873928285,0.691202507495667
0.615827006791378,0.698032866718973,0.62797265779944,0.691830503831826
0.62726162172631,0.703626063547298,0.624682303129521,0.698432341706154
0.62659120886222,0.696128334693639,0.625693112650175,0.693888549722908
0.626831436904358,0.707783159738253,0.624620212826976,0.703618684869911
0.602694915033561,0.698358436771488,0.618391589419635,0.697290554383146
0.612803623093396,0.699354185913541,0.618391589419635,0.703074961463185
0.612803623093396,0.702082204755131,0.611383325482037,0.693580785089936
0.605718955285401,0.696589249953542,0.632928982627198,0.693580785089936
0.616104850959132,0.703687631726323,0.635961239505758,0.693416112856236
0.624434196736635,0.694204126470881,0.629848308408597,0.693708905844277
0.60028304823995,0.707193363552857,0.621887590969248,0.703510066819217
0.623214770040495,0.694255263877666,0.614350167530485,0.706270508694735
0.611780158476447,0.70002257181652,0.614233284631622,0.706270508694735
0.604748488541291,0.699998230125588,0.614233284631622,0.704668826519443
0.607737579932995,0.695846547821366,0.614233284631622,0.702312642600529
0.630306663787967,0.697687838417413,0.604431955230629,0.703026246187236
0.619823116875299,0.707169833732631,0.604107970484071,0.706070628890124
0.597630476519459,0.702037750483185,0.610390668528914,0.706070628890124
0.611626579122348,0.706858130096306,0.612337934800885,0.698462404751688
0.618303213061295,0.703396929928277,0.606386452437251,0.698920163148565
0.619506979252268,0.703396929928277,0.62704890212285,0.691100365135873
0.610281929203763,0.702568671669522,0.608638099457174,0.706618063204256
0.610281929203763,0.702568671669522,0.609263918183487,0.701484217961834
0.610267990648923,0.695431641986648,0.604746677901306,0.703646417614429
0.617190889992835,0.709068262167334,0.606309815523093,0.702859252775951
0.614262426988153,0.696551010974943,0.611243321201278,0.699006222418876
0.615525311894787,0.703485871224393,0.611948793517209,0.69351853063144
0.616762334918335,0.688498894818775,0.600316838345297,0.704263358419499
0.613176131212781,0.708298070474392,0.610269705784212,0.706859748724034
0.640739796925771,0.698321357132824,0.618369049921353,0.698386431059254
0.613466265801043,0.695962558757492,0.620821267241273,0.697281897402452
0.601872292457345,0.702024816752137,0.62582756275202,0.699445915483395
0.609636689814194,0.709129478529209,0.631215147710681,0.696046859006557
0.609104075184427,0.703559575632768,0.613969964203952,0.694257545726369
0.597036348447806,0.708786445503811,0.613969964203952,0.696784663834116
0.603900836481355,0.697862806801047,0.613969964203952,0.699261260205096
0.601433587364282,0.697862806801047,0.601998914782431,0.706403725896058
0.630017540865119,0.7034932347136,0.601998914782431,0.710865738106706
0.617188993958323,0.7034932347136,0.597162278586351,0.702571099604812
0.608003380592291,0.715872778231971,0.618370666523081,0.697777318126864
0.619384134140158,0.705445184425205,0.620469102850983,0.694310382514312
0.617032180508485,0.70228024360628,0.624567353078539,0.69780677006143
0.605523286262798,0.698516971913899,0.613180580920041,0.702819095471958
0.62873831613579,0.695886266174517,0.613180580920041,0.70502477246103
0.611345431712318,0.694227959753935,0.613180580920041,0.702773391792125
0.629466295927831,0.690557962568357,0.612398048601439,0.702773391792125
0.619986321007358,0.704379771030026,0.600936434215932,0.708061866614866
0.605815278075071,0.704379771030026,0.604471885082762,0.692246362544772
0.608702865543555,0.699926777026355,0.606081519730483,0.699473103706911
0.604729669766901,0.699658601172492,0.608955328763387,0.707431871124683
0.607713189206795,0.696158281606027,0.620703616353756,0.698057863548825
0.624863103143752,0.699942970274659,0.603163411315482,0.701534942497407
0.606124607508647,0.700501539870093,0.601281910415679,0.709673211844715
0.611275015210814,0.699938288473384,0.596431170737415,0.711528308833391
0.610511237396178,0.697531245993742,0.612728366537881,0.703361969404621
0.618860424483887,0.697531245993742,0.612733929102324,0.701894115704189
0.61001804262028,0.697531245993742,0.623731477157543,0.700530251084814
0.601327529902705,0.703087902091992,0.614952584117214,0.700396608254372
0.621455825706398,0.707782537777502,0.61972685024802,0.707409925040703
0.61090143503721,0.705564211198148,0.594503035435771,0.696236476339091
0.602204081885023,0.703046859916463,0.608405567554162,0.698220583664102
0.602204081885023,0.710213169089547,0.61650696942551,0.697044363805093
0.613383743594103,0.711696628194333,0.611204714923601,0.704097976566553
0.619647887439986,0.707724767266269,0.620093259887697,0.707502840074006
0.617566870818839,0.69682768770445,0.605675683139897,0.698545074530946
0.619193482478698,0.697408000245596,0.616685935990693,0.704294923461598
0.619193482478698,0.690099299465989,0.600190151054669,0.712403498059393
0.609349016573843,0.700310481631586,0.616124300831542,0.702461615901393
0.618474148588607,0.700432664056815,0.619320335843567,0.702039223597089
0.621691212834326,0.711794704526006,0.619320335843567,0.6985357998954
0.603992457070959,0.708327312316705,0.623660798027128,0.700418478049598
0.605762872026722,0.692553495493781,0.6112008991446,0.69977696493831
0.618933047739144,0.697844819859368,0.591689293569798,0.702945562133355
0.617890756931072,0.705998745045593,0.610635798610039,0.701147756160046
0.610614434667347,0.704591577452405,0.60200105493695,0.70683892149383
0.614652276583457,0.71418624101877,0.603728567436835,0.709703277311307
0.605841440215966,0.702198969631392,0.59917880250451,0.705061097385098
0.626382030460014,0.704748038900012,0.608083628536828,0.704787804563249
0.627651600506571,0.686110682709272,0.609955155766191,0.704680337473387
0.60807461134364,0.692298847211298,0.612427167902113,0.698362394892619
0.625476971380168,0.704939654895098,0.59914564591617,0.698905941511277
0.607004382734604,0.701475513067111,0.613496048850584,0.714041857374644
0.612477177741217,0.701475513067111,0.622531387941772,0.692797780745532
0.613265388844907,0.700588755504174,0.625957738091407,0.698687398070089
0.614446411176222,0.701161910831586,0.617486641087516,0.69814486181152
0.630183820238755,0.701161910831586,0.614639748285469,0.714436649490858
0.611158628057,0.710477231506615,0.610556455577071,0.707667798684023
0.610410388873025,0.716083493037838,0.609522852918953,0.6959526580604
0.605533804164215,0.707028845118423,0.609522852918953,0.703893564762804
0.605533804164215,0.695247776046486,0.615539701591177,0.702553687328149
0.616703195914061,0.707341628510091,0.619155144653592,0.706348499565125
0.616703195914061,0.694840593374178,0.614779802098679,0.706348499565125
0.618370427015844,0.701936778955791,0.614779802098679,0.702346190409791
0.613107805885226,0.707933621899921,0.620589758365633,0.704236850893372
0.615878850628417,0.695916473627735,0.618438809359412,0.705786684338427
0.630494669598183,0.693786227874678,0.618438809359412,0.70414492620534
0.62707960934602,0.6977467919476,0.604161520932943,0.697789927700869
0.632950135742305,0.689869550800683,0.604909645083986,0.689053843627237
0.622143893251551,0.696773757716128,0.629132256640253,0.70676989784723
0.620253039479224,0.695182291676367,0.615469514708178,0.699333911155392
0.61092129702485,0.703200789305801,0.622151988470008,0.696712887400108
0.619394558503396,0.692759984807417,0.62492255945526,0.699455659262207
0.61471212241428,0.709266009474884,0.612367224532787,0.689916965220558
0.59856511766573,0.704214450835684,0.604703109652704,0.702652482056426
0.618846739371024,0.70387110431002,0.614747051814268,0.689766788574232
0.621893463334108,0.695543667402642,0.629497454791627,0.702030415836305
0.62042192185791,0.698570402584647,0.6130382237688,0.699938341653017
0.611880577403418,0.698570402584647,0.613152331908656,0.704789519166026
0.604200377269025,0.707720497931923,0.613152331908656,0.694055606482422
0.61017546728307,0.700807269706779,0.62906720744283,0.701466699694591
0.606668308200806,0.692415330476511,0.609488487680385,0.702819349739683
0.624485551875281,0.692415330476511,0.615857153516175,0.702422467472322
0.612664064314143,0.692415330476511,0.615857153516175,0.690470452310782
0.638366958577991,0.693546139141366,0.620333193446195,0.696643251731803
0.630919131307067,0.69835049845718,0.619687357531172,0.701959984213553
0.621983489329298,0.710166401299391,0.61901815722086,0.70510246804013
0.61870799322563,0.702118626123615,0.61901815722086,0.703610872994865
0.617266207695438,0.70279162524775,0.630489021030762,0.701032577363868
0.615491511124008,0.694096913539942,0.608890238107869,0.697614957304718
0.613110209719497,0.707427548594926,0.607572356685794,0.692056473635285
0.61341799698912,0.704366152595257,0.5887781187304,0.707455793775315
0.623814068820517,0.69672809289474,0.603165258525693,0.696375257438689
0.628167148256387,0.699584470267311,0.614334791349669,0.704000396463726
0.612997838160378,0.69649716909354,0.627848633276136,0.694672601066213
0.622654147685858,0.700953524055625,0.613838107298242,0.704256951130148
0.63457131371714,0.69932963406228,0.611929804030057,0.703013008018515
0.631414673722298,0.700994430634706,0.612429318065788,0.701833707242101
0.637373432327031,0.705647143480409,0.601689730407752,0.714127914296603
0.634020280703449,0.691185503606343,0.607150803199234,0.714546739445785
0.634098941155945,0.691856528897498,0.609189236096142,0.712353186110681
0.626052907192187,0.697169417824162,0.606582806179847,0.695376160445158
0.617149926525467,0.692381407997588,0.603043812107842,0.704379833080498
0.617149926525467,0.690660581993703,0.616358019715496,0.703554106607593
0.635464932795231,0.698997118797165,0.617578087302798,0.703505818957205
0.607609700016474,0.701083059062707,0.625231782844585,0.706953065397138
0.608856127951224,0.708206942502629,0.608393772943806,0.706953065397138
0.608127477879001,0.708206942502629,0.621685047870036,0.710823870376999
0.626625907998151,0.700859251979687,0.611902969324518,0.698466127637398
0.614221612097369,0.701294877134274,0.612831457540847,0.702018657980271
0.625021270337875,0.698236749794125,0.609344695148007,0.708163760213936
0.610633667863164,0.697976221217383,0.61977328180542,0.701498400559879
0.617011377826849,0.697953169286619,0.631685603610908,0.701709445850911
0.61778272766924,0.697953169286619,0.615655743013585,0.705210561892444
0.623981034917594,0.690402128764152,0.626620540381672,0.705210561892444
0.622017173160354,0.700609644875306,0.615838232088815,0.703566810818823
0.602671212932196,0.70067241818139,0.604475042735675,0.694228045438135
0.617949751594452,0.709491085278163,0.619098304020806,0.696489280499329
0.618385359246411,0.701892955146905,0.618955724969233,0.704253547641855
0.608423536293949,0.705769625892246,0.605319618798247,0.704253547641855
0.60362682085573,0.707684097447237,0.603790482982353,0.70886204938649
0.619655220158292,0.708146234242967,0.608338709328058,0.694310628413302
0.624474276734615,0.704566885290902,0.612657953395748,0.694310628413302
0.624175348308146,0.698886802687193,0.625831551728571,0.704060380759533
0.609135114600478,0.702698986928502,0.618086016821036,0.696959984272722
0.597250572960413,0.705419402891945,0.623606360048147,0.692705136329232
0.615377510311982,0.701649660657226,0.617798076546234,0.70592245000083
0.618887375320241,0.703796360082881,0.600049626716395,0.707323549423232
0.612282042771565,0.700119788798873,0.612550037504683,0.709270795000404
0.614559624443644,0.701607356515424,0.62159591400348,0.710299985395303
0.591380074256345,0.705430748786296,0.62159591400348,0.697855611734053
0.613799394186307,0.707239368266989,0.617043457135888,0.702775226886566
0.606540973728567,0.709641028485281,0.615123506853082,0.703321490623541
0.606279028369629,0.702670328887602,0.621335684061726,0.701159726197493
0.619989051238015,0.698690942629657,0.617690447178274,0.701159726197493
0.618549702013609,0.70137188475159,0.617690447178274,0.689621302745033
0.610009923142172,0.706992352878346,0.630493218268475,0.697397085796142
0.599193327199798,0.703302789554011,0.61275321121155,0.703722489777791
0.613087372938827,0.710011023269659,0.606362369491301,0.698092893182656
0.596820118112896,0.708375243417689,0.604636606186991,0.707516929288218
0.605478471633585,0.705791366458327,0.599381075009982,0.703708017364068
0.611605991635317,0.70182425698503,0.602576398020055,0.712959070120207
0.619143482301028,0.698143050757482,0.616296393580025,0.698215663283132
0.620840422500813,0.703197803803862,0.620837984096414,0.709011720742784
0.614953073233073,0.705606643026319,0.607474884832524,0.705272916543215
0.613596670777442,0.705007876295015,0.609701297397605,0.692321375819563
0.617842053651106,0.705007876295015,0.60221298476382,0.698214623589449
0.620391586626762,0.701113170504947,0.621202334925121,0.704068709284154
0.617309101126855,0.700891500390313,0.611442943863014,0.708367433031839
0.627749838299643,0.686509347943095,0.607389860717795,0.700160609110383
0.617718034634808,0.695440873320575,0.608335695119099,0.704817148058227
0.60679206927205,0.70692357750963,0.601050153733486,0.704409841832277
0.612324840029425,0.699123177765197,0.614138825961155,0.706294015958876
0.626458028370682,0.710751709194895,0.613515766295622,0.715297762001177
0.62603408628617,0.690374123919033,0.611765534712741,0.703078328049815
0.616798662342804,0.699974295353018,0.612407120364654,0.702179646278017
0.613496973674017,0.699974295353018,0.612293642884806,0.697000013700511
0.607408994995065,0.701205122006774,0.628951666642782,0.702567998478612
0.620767367949895,0.702701028502531,0.626014152353973,0.694664792854284
0.622655506116199,0.701838404616072,0.620742763040433,0.70266675716407
0.613284566673209,0.697800186207336,0.618519768128973,0.698091789769329
0.609032456612526,0.69833803683338,0.603732896472469,0.698081662408404
0.605158310607512,0.709189529827744,0.616468939496346,0.699285328456565
0.61576702483971,0.701361919216514,0.622224476659956,0.703945587913956
0.611752239501386,0.70033046607802,0.612722451214174,0.698791445917986
0.606642258947847,0.702041726040337,0.608897044218679,0.695437107013938
0.610245100951291,0.703829357935888,0.618739412632277,0.69843605584231
0.604372066304152,0.701660217785155,0.600705849589276,0.693748345036564
0.604132197301643,0.715360374365904,0.620996601758589,0.701054906671244
0.604132197301643,0.6989950318558,0.616570387940356,0.688693793380205
0.604019062417833,0.688173693978219,0.607418560022208,0.703147008459501
0.625632203230158,0.691537908822359,0.610006573580569,0.709623731575826
0.599472852539518,0.701082859404354,0.627416567736631,0.691483444331737
0.609822624887122,0.716870832001245,0.62936469407981,0.699271307626186
0.609581889813479,0.700646488566472,0.619271708596026,0.694289434336328
0.620281552705234,0.709781356460668,0.623774139663157,0.713998773104393
0.614719217470398,0.70401049870279,0.611900885839972,0.700955720796286
0.619184481552389,0.698565954172602,0.613088263919426,0.7052716892568
0.605391883544243,0.704557634570676,0.625325576488206,0.7052716892568
0.619821506551154,0.700839492678349,0.616312852419612,0.693605339517832
0.599758413282995,0.705437789210495,0.621002707307563,0.696317017348453
0.601022329357031,0.697736678150731,0.605129515443669,0.696317017348453
0.610955007393081,0.700504657629201,0.607035368388655,0.696317017348453
0.611754436217894,0.702476818414061,0.60913483839799,0.703924370989125
0.600206375781205,0.707761281074969,0.613788556763528,0.709211875698521
0.617938905795169,0.707860220270891,0.613788556763528,0.704389175570946
0.605381910795363,0.710391787523324,0.608713461560093,0.701989230427723
0.613845419742284,0.697178496486117,0.612887184156419,0.710301566161491
0.621570682435925,0.697483741495665,0.621069477370116,0.706688629852233
0.612327784163558,0.698579813452191,0.595584075850142,0.698692050904987
0.619222119411736,0.700228731647621,0.606924659763153,0.696342073062137
0.611080841734882,0.702352870326808,0.620041093064875,0.706586218163405
0.613809264276701,0.707946301462772,0.615477529824323,0.704060002106653
0.613809264276701,0.707946301462772,0.618120268446349,0.705091382145328
0.627062025779387,0.704052334055285,0.613505106636822,0.694555068146519
0.628136114754399,0.70092239174614,0.592236257612389,0.696491296837802
0.619805521372559,0.699911056306667,0.612402404150685,0.693604242205702
0.61516416490263,0.712893306877817,0.610099392257011,0.69992362714749
0.61516416490263,0.701464174048109,0.619271484666471,0.69824900093518
0.608019059751169,0.705082439389322,0.61404356528141,0.701456207152978
0.612109630913723,0.696998056102177,0.609302193083216,0.687090112906971
0.612950989539081,0.698463529887459,0.633386861702909,0.706821569688485
0.623750354100839,0.708675098108341,0.617454479613166,0.705474902645607
0.603943283605155,0.710943217378294,0.624467406615858,0.688108611872662
0.604491266442616,0.720300280776994,0.624517499085029,0.690939984765876
0.602415781302003,0.720357849402404,0.621518851120398,0.700826561200638
0.605340844044876,0.703320562194615,0.61884309513389,0.712473614938348
0.609303428044416,0.703320562194615,0.611538384450986,0.703747932965956
0.61656067021243,0.706837584093695,0.611806169034432,0.700245120957345
0.606725937051018,0.712000066021484,0.605639498501187,0.701983308942173
0.599594512389895,0.703140335720546,0.610632773379775,0.701983308942173
0.608552691440924,0.709099835729499,0.608763668697984,0.699763960259588
0.605141724624171,0.700664844812055,0.605918286166847,0.697276541375972
0.619534196811344,0.696534018327218,0.614003244316953,0.702572696623944
0.614889773169485,0.695721869471619,0.611535528244503,0.70482650771679
0.630879332123529,0.70099567804959,0.624027914787847,0.69975584580177
0.620006208935337,0.698148937861871,0.607323669149031,0.70362313674629
0.617113297950254,0.703423800943947,0.605590129278562,0.701051592212249
0.619696204466558,0.698818642797133,0.605590129278562,0.701051592212249
0.615173813478589,0.695286999015564,0.609469337702791,0.701250166237889
0.615173813478589,0.698422949481262,0.606667553996471,0.699659334632446
0.614341182297717,0.708512946798019,0.617564121869974,0.69644015818255
0.615089567882716,0.700395699754564,0.612001126277181,0.70833432366796
0.616816047055708,0.700395699754564,0.622558710282923,0.692843835549468
0.625083736874337,0.700840134923548,0.624793129304255,0.701371148743046
0.618497298991468,0.707015380972208,0.610552861374954,0.700339554544837
0.611402486567895,0.704223650497331,0.619910587646709,0.700147972690262
0.621748815563108,0.700196048064137,0.604136055832193,0.697707515407909
0.609179821816591,0.696842559021692,0.612830864870743,0.697885986933858
0.60246090581241,0.703751593581262,0.604825565047136,0.699001932098237
0.615533554732347,0.701454692779477,0.610858887437405,0.693180962212043
0.615533554732347,0.708355310441849,0.618150642887691,0.696045458977701
0.606049857877508,0.698482588767608,0.621601521470651,0.695253443442275
0.596279618085205,0.694275351044597,0.624920021287185,0.694621089621791
0.603038989389873,0.703009981086915,0.624473987505643,0.697701603518681
0.610907035665772,0.701006018309757,0.615543230955085,0.697701603518681
0.611168147281615,0.701006018309757,0.622994518811761,0.710388594183942
0.616911997001936,0.699451259269722,0.619229361985233,0.709709785782059
0.612122092992614,0.703055664341852,0.612847211297384,0.708234895946058
0.632857487785764,0.714309677577658,0.611640447646251,0.708234895946058
0.621494953277978,0.69946260652054,0.598646494604436,0.704600936149159
0.622404215968616,0.703277521790306,0.617717340011219,0.703509478443485
0.615671639211349,0.693061785151075,0.617717340011219,0.698697100017411
0.607908999490126,0.701771434873375,0.611115789578186,0.702459157352975
0.607414668831183,0.698607032021729,0.613133310497631,0.699876921139485
0.602101984439764,0.700317570304647,0.619178741233368,0.705907652905452
0.601521276976721,0.703622470535071,0.612810302866816,0.706654448908613
0.610587660342482,0.701601967328109,0.609949851205846,0.700074290768315
0.616212173069188,0.710992469602429,0.614464518096401,0.700074290768315
0.621186252235386,0.700227428687031,0.609554800238335,0.708149748610918
0.630392055129854,0.695057196077736,0.61516849415766,0.691951534489156
0.61075807243465,0.691707251862416,0.613514930810465,0.695374554525921
0.619289855802103,0.701529668307665,0.613552351520572,0.69478572092483
0.607957787201385,0.69757724907241,0.622514781092588,0.69478572092483
0.616363393973321,0.696007781633494,0.617648384741148,0.707460872758221
0.629247644571791,0.68669880888984,0.62690870926767,0.692378627511864
0.616947931135498,0.695959566226253,0.625234123613943,0.68789776188416
0.624084931556744,0.688457878053845,0.623009687365806,0.695668230773371
0.614252720540832,0.686986056431737,0.634075865899166,0.701834549969794
0.605461069138985,0.702028147369983,0.61189582729653,0.700431567259536
0.598767970867641,0.712102663823761,0.610650789452405,0.696712666662064
0.6103838585008,0.70154301122682,0.618196492553427,0.696712666662064
0.603721968141981,0.703479366109045,0.62156953238545,0.700148009217468
0.630743763227011,0.697552950501686,0.617251681600819,0.700148009217468
0.617919331027568,0.695083786940204,0.613437483564649,0.708228519738795
0.620050550813445,0.70046615994643,0.615790979873501,0.697375768700213
0.61715987498386,0.70574110983366,0.6201330608015,0.703563769965131
0.617874604604662,0.715016285778375,0.628700642477746,0.700282187015577
0.609533261144829,0.701912077121149,0.63029021061716,0.696042900855338
0.604621253734567,0.708295765611153,0.605189498437473,0.694361523273384
0.606546679339211,0.707875674788092,0.60616242395055,0.717066529168838
0.608076725161932,0.704975280182093,0.607884830504026,0.708377256553867
0.592908708845798,0.711283996621506,0.59428998176554,0.702184077557321
0.610030906831363,0.709865839609933,0.601597693109711,0.696979998105441
0.610452577500478,0.701502889508211,0.618588377782051,0.699070317911397
0.615610799436879,0.702019116930979,0.618588377782051,0.697166095440638
0.614101444345313,0.698676525492931,0.617293239474238,0.702536110362835
0.610848954464071,0.70358294311463,0.61433859231339,0.701372567548059
0.599287329199788,0.700176144778457,0.62218232483125,0.698124756846729
0.616270430215731,0.701800426392448,0.62218232483125,0.698124756846729
0.615846504012657,0.701800426392448,0.611936208045643,0.703181513415896
0.593698780367221,0.708677553489805,0.610502419032189,0.709147295082603
0.6045497563968,0.709508078927162,0.60466812493426,0.71165698791133
0.604134054292264,0.704488749600144,0.60466812493426,0.704454022809771
0.616087176545157,0.705390453579117,0.598934004102192,0.704454022809771
0.60923288544343,0.70224625895325,0.603934199191098,0.708992515733017
0.616744678653857,0.697948981800632,0.613446208709957,0.709876023162838
0.617586821787346,0.700203843769153,0.607191814947243,0.704391774718888
0.612814624137512,0.694999182325491,0.601075477447171,0.70609170009751
0.617240716178371,0.687871371089185,0.617507588006933,0.696160950903071
0.614906998267263,0.694421672839731,0.616203153248987,0.699803039826428
0.621165771771494,0.705206260171588,0.627558918502922,0.705084131462298
0.621521280756756,0.696747634044926,0.615647130524481,0.701299400184952
0.617670779524479,0.709448130036152,0.611111389690535,0.705151633614979
0.621540479086248,0.695995445711828,0.623053380308689,0.696157898592063
0.623382936924365,0.695995445711828,0.61548569308525,0.693883857434526
0.609584796624914,0.699044406939203,0.619967302412061,0.695938609969434
0.613183080247163,0.702579575599287,0.625112397240472,0.695938609969434
0.618228330491862,0.706136228536961,0.63013115578189,0.706351709908411
0.608755409429923,0.690049559890722,0.61310099046508,0.696343821118802
0.619205405416491,0.693863282086079,0.607309987352659,0.704945155434418
0.617218799833754,0.705823582545983,0.631203254052777,0.695492324563079
0.598022191963285,0.708102429533256,0.622752615696325,0.702373678627539
0.61691792420554,0.70105683405465,0.610455196308625,0.695413290305826
0.620098933131694,0.708379785278188,0.617316347192684,0.698071248655506
0.615303665265207,0.697800374628181,0.620062937507369,0.705823322887193
0.608242668555332,0.703323019104882,0.598937412838191,0.710486634493251
0.620573593481335,0.702861446205902,0.611793659320677,0.70152914254529
0.604026381030137,0.701901880756128,0.606630860482533,0.704303876445916
0.611936583917297,0.699817574608203,0.620307630528995,0.702585768414127
0.617105385979904,0.691435603531387,0.62443806172489,0.699743647552565
0.60742404303532,0.693581517546551,0.6119798065304,0.696591514252853
0.624725143416872,0.693581517546551,0.62009924039999,0.707249911695208
0.612172271233836,0.705020519536415,0.603891342739153,0.701717133470921
0.612172271233836,0.690406218566419,0.604827400311178,0.70332957510103
0.615957180258296,0.689864795673359,0.606279117392704,0.708272234534898
0.61286747271169,0.695349432087925,0.604513694532383,0.702765405183131
0.604215750752474,0.701048107231521,0.602450197511807,0.701920932433392
0.613398525091219,0.705656739343158,0.614061690236982,0.703968769264666
0.612055335299005,0.711296042363399,0.609918014373682,0.702372947329708
0.621867054679381,0.698881313767785,0.620050851459799,0.702839819112561
0.619449055031463,0.70019691020972,0.619494120860651,0.696605788253174
0.611337816546193,0.707715526171835,0.625144635919524,0.698762943595707
0.604738584504274,0.698092218794754,0.612461683938339,0.696297324919867
0.608353448715524,0.701605449878331,0.612461683938339,0.692687652210771
0.624060541438362,0.701935289769825,0.608642985046392,0.699910514179223
0.615092394577864,0.697173257620668,0.59953408632391,0.699550583668634
0.618867684873398,0.701270375295219,0.614347130580506,0.700615111382045
0.61539364109965,0.712611511423779,0.616505456310144,0.703313026785975
0.612464729284448,0.700219782429261,0.62238269042632,0.705820987848523
0.61255311863627,0.710235717179063,0.618114795246433,0.693058714240007
0.61255311863627,0.704303317932423,0.608366614885084,0.704862130178617
0.605542919790157,0.703817102587853,0.616308700037718,0.702099905968134
0.624574716672036,0.697472241192976,0.601926329964175,0.702099905968134
0.618189365341119,0.703764862873496,0.607822273067222,0.702099905968134
0.62360974351872,0.699920045854407,0.614517760450124,0.707310816857887
